XZQDM,CSMC,BZ,DKXH,TZLXDM,two,DLMC,EJ,XZQMC_12,XZQMC,XZQM,Shape_Area
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.41300000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.00080000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.06810000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.25270000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.82790000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.02260000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.01750000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.04960000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.01860000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.00020000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.98960000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.25640000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.12740000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,1.01160000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.07320000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.00670000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.02330000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.29260000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.01820000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.28430000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.65510000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,,武进区,湖塘镇,东新村,0.06030000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.08160000000
320400,常州市,沟南拆迁安置2-1,065,I,1,农用地,耕地,武进区,湖塘镇,东新村,1.33160000000
320400,常州市,沟南拆迁安置3,066,I,1,农用地,,武进区,湖塘镇,东升村,0.00030000000
320400,常州市,沟南拆迁安置3,066,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.00040000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.35370000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.26510000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,,武进区,湖塘镇,东升村,0.15320000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.06590000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.13250000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.25210000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.18570000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,,武进区,湖塘镇,东升村,0.35230000000
320400,常州市,沟南拆迁安置3,067,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.87430000000
320400,常州市,锅炉配套厂补缺,068,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.00180000000
320400,常州市,锅炉配套厂补缺,069,I,1,农用地,,武进区,湖塘镇,东新村,0.03290000000
320400,常州市,锅炉配套厂补缺,069,I,1,农用地,,武进区,湖塘镇,东新村,0.00510000000
320400,常州市,锅炉配套厂补缺,069,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.05440000000
320400,常州市,锅炉配套厂补缺,069,I,1,农用地,,武进区,湖塘镇,东新村,0.02380000000
320400,常州市,锅炉配套厂补缺,069,I,1,农用地,耕地,武进区,湖塘镇,东新村,0.04370000000
320400,常州市,降子布厂预审补充,070,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.01860000000
320400,常州市,降子布厂预审补充,070,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.00030000000
320400,常州市,降子布厂预审补充,071,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.00810000000
320400,常州市,降子布厂预审补充,071,I,1,农用地,耕地,武进区,湖塘镇,东升村,0.00220000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.14750000000
320400,常州市,三勤农业产业园,072,I,1,农用地,,武进区,湖塘镇,三勤村,0.07140000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.05110000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.09380000000
320400,常州市,三勤农业产业园,072,I,1,农用地,,武进区,湖塘镇,三勤村,0.00160000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.05820000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.03950000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.05620000000
320400,常州市,三勤农业产业园,072,I,1,农用地,,武进区,湖塘镇,三勤村,0.00150000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.11420000000
320400,常州市,三勤农业产业园,072,I,1,农用地,,武进区,湖塘镇,三勤村,0.02360000000
320400,常州市,三勤农业产业园,072,I,1,农用地,,武进区,湖塘镇,三勤村,0.01520000000
320400,常州市,三勤农业产业园,072,I,1,农用地,耕地,武进区,湖塘镇,三勤村,0.01640000000
320400,常州市,三勤农业产业园,073,I,1,农用地,,武进区,湖塘镇,三勤村,0.00130000000
320400,常州市,周家巷小学及社区服务配套中心-1,074,I,1,农用地,,武进区,湖塘镇,周家巷村,0.00110000000
320400,常州市,周家巷小学及社区服务配套中心-1,075,I,1,农用地,,武进区,湖塘镇,周家巷村,0.00370000000
320400,常州市,周家巷小学及社区服务配套中心-1,076,I,1,农用地,耕地,武进区,湖塘镇,周家巷村,0.08960000000
320400,常州市,周家巷小学及社区服务配套中心-1,077,I,1,农用地,耕地,武进区,湖塘镇,周家巷村,0.08230000000
320400,常州市,周家巷小学及社区服务配套中心-1,077,I,1,农用地,,武进区,湖塘镇,周家巷村,0.07860000000
320400,常州市,周家巷小学及社区服务配套中心-1,077,I,1,农用地,,武进区,湖塘镇,周家巷村,0.00020000000
320400,常州市,宝林寺东,078,I,1,农用地,,武进区,湖塘镇,张家坝村,0.03790000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.10340000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.34230000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.04960000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.07030000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.03250000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.43720000000
320400,常州市,宝林寺东,078,I,1,未利用地,,武进区,湖塘镇,淹城村,0.10830000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.05180000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.15530000000
320400,常州市,宝林寺东,078,I,1,农用地,,武进区,湖塘镇,淹城村,0.11210000000
320400,常州市,宝林寺东,078,I,1,农用地,耕地,武进区,湖塘镇,淹城村,0.04350000000
320400,常州市,宝林寺东,078,I,1,农用地,,武进区,湖塘镇,淹城村,0.10150000000
320400,常州市,宝林寺东,078,I,1,建设用地,,武进区,湖塘镇,淹城村,0.11930000000
320400,常州市,宝林寺东,078,I,1,农用地,,武进区,湖塘镇,淹城村,0.00520000000
320400,常州市,宝林寺东,079,I,1,农用地,,武进区,湖塘镇,张家坝村,0.06630000000
320400,常州市,宝林寺东,079,I,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.45400000000
320400,常州市,宝林寺东,079,I,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.05240000000
320400,常州市,南田文化城,080,I,1,农用地,,武进区,湖塘镇,大华村,0.00040000000
320400,常州市,南田文化城,081,I,1,农用地,,武进区,湖塘镇,大华村,0.00010000000
320400,常州市,南田文化城,081,I,1,农用地,耕地,武进区,湖塘镇,大华村,0.00040000000
320400,常州市,南田文化城,081,I,1,农用地,,武进区,湖塘镇,大华村,0.00140000000
320400,常州市,南田文化城,081,I,1,农用地,,武进区,湖塘镇,大华村,0.00020000000
320400,常州市,南田文化城,081,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.00010000000
320400,常州市,南田文化城,081,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.00090000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,大华村,0.00320000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,大华村,0.02870000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,大华村,0.10730000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,大华村,0.05380000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.23360000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.01660000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.10180000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.26020000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.32910000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.17480000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.17520000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.12230000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.02010000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.15650000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.19930000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.12740000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.02080000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.13870000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.22470000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.09950000000
320400,常州市,南田文化城,082,I,1,农用地,耕地,武进区,湖塘镇,龙潭庵村,0.22110000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.04800000000
320400,常州市,南田文化城,082,I,1,农用地,,武进区,湖塘镇,龙潭庵村,0.02360000000
320400,常州市,杉木路,083,I,1,建设用地,,武进区,湖塘镇,淹城村,0.53650000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.04320000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.22680000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.13700000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.07640000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.14180000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.03170000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.01410000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.19160000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.05420000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.14250000000
320400,常州市,城西印染工业园调出,084,O,1,未利用地,,武进区,湖塘镇,淹城村,0.11680000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.16780000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.03690000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.39420000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.01790000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.01770000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.17500000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.41900000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.20980000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.03210000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.01350000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.08060000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.11670000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.03850000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.77020000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.17650000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.02280000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.54180000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.02790000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.04550000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.04130000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.01860000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.02400000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.19320000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.01260000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.04010000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.62680000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.03670000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.04110000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.04970000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.08730000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.15290000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,,武进区,湖塘镇,淹城村,0.04710000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.06580000000
320400,常州市,城西印染工业园调出,084,O,1,农用地,耕地,武进区,湖塘镇,淹城村,0.02350000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.07350000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.34580000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.12370000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,,武进区,湖塘镇,张家坝村,0.02100000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.02570000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.08260000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,,武进区,湖塘镇,张家坝村,0.05790000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.02460000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,,武进区,湖塘镇,张家坝村,0.01690000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.31380000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,,武进区,湖塘镇,张家坝村,0.00060000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.00120000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.03500000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.24180000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,,武进区,湖塘镇,张家坝村,0.00990000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,,武进区,湖塘镇,张家坝村,0.00320000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.02240000000
320400,常州市,城西印染工业园调出,085,O,1,农用地,耕地,武进区,湖塘镇,张家坝村,0.10760000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.42570000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.04440000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.09990000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.06990000000
320400,常州市,高新区调出,086,O,1,农用地,,武进区,湖塘镇,大兴村,0.00700000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.00110000000
320400,常州市,高新区调出,086,O,1,农用地,,武进区,湖塘镇,大兴村,0.09400000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.16420000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,大兴村,0.11520000000
320400,常州市,高新区调出,086,O,1,农用地,,武进区,湖塘镇,大兴村,0.01480000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,孙家村,0.03850000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,孙家村,0.31360000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,孙家村,0.24620000000
320400,常州市,高新区调出,086,O,1,农用地,,武进区,湖塘镇,孙家村,0.10940000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,孙家村,0.01480000000
320400,常州市,高新区调出,086,O,1,农用地,耕地,武进区,湖塘镇,孙家村,0.08640000000
320400,常州市,高新区调出,086,O,1,农用地,,武进区,湖塘镇,孙家村,0.01090000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.10200000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,1.64840000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.11960000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.27290000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.30270000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.41870000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.02940000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.00260000000
320400,常州市,淹城周边调出,087,O,1,未利用地,,武进区,湖塘镇,与宁村,0.48650000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.96910000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.25900000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.09820000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.04380000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.43310000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.18850000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.01620000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.27900000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.03830000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.36090000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.49290000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.04600000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.04630000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.49080000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.05250000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.46280000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.03580000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.05710000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.31260000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.04670000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.13590000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.08100000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.44450000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.18670000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.48820000000
320400,常州市,淹城周边调出,087,O,1,未利用地,,武进区,湖塘镇,与宁村,0.77960000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.07730000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.03720000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.05080000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.43430000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.43140000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.61590000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.43860000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.11270000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.02730000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.05400000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.18430000000
320400,常州市,淹城周边调出,087,O,1,未利用地,,武进区,湖塘镇,与宁村,0.60970000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.32540000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.02200000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.01030000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.29040000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.42290000000
320400,常州市,淹城周边调出,087,O,1,农用地,,武进区,湖塘镇,与宁村,0.26760000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.25940000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.05840000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.21820000000
320400,常州市,淹城周边调出,087,O,1,未利用地,,武进区,湖塘镇,与宁村,0.10700000000
320400,常州市,淹城周边调出,087,O,1,农用地,耕地,武进区,湖塘镇,与宁村,0.02970000000
320400,常州市,扬子江预留地块,088,I,1,农用地,,新北区,新桥镇,茶庵村,0.08250000000
320400,常州市,扬子江预留地块,088,I,1,农用地,,新北区,新桥镇,茶庵村,0.02430000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.07230000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.46500000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.34460000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.36280000000
320400,常州市,扬子江预留地块,088,I,1,农用地,,新北区,新桥镇,茶庵村,0.21190000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.21880000000
320400,常州市,扬子江预留地块,088,I,1,农用地,,新北区,新桥镇,茶庵村,0.69790000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.01410000000
320400,常州市,扬子江预留地块,088,I,1,农用地,耕地,新北区,新桥镇,茶庵村,0.01520000000
320400,常州市,扬子江预留地块,088,I,1,农用地,,新北区,新桥镇,茶庵村,0.01430000000
320400,常州市,扬子江预留地块,088,I,1,农用地,,新北区,新桥镇,茶庵村,0.15560000000
320400,常州市,扬子江预留地块,089,I,1,农用地,耕地,新北区,薛家镇,船坊村,0.12750000000
320400,常州市,扬子江预留地块,089,I,1,农用地,耕地,新北区,薛家镇,船坊村,0.00190000000
